system:index,Mukey,SOC 0-30C,prop,b1,b2,b3,b4,b5,b6,b7,b8,b8a,b9,b10,b11,b12,QA10,QA20,QA60,,,,,,,,
37,487199,670.0,Not prime farmland,0.30239999294281000,0.2572999894618990,0.2623000144958500,0.2531000077724460,0.2915000021457670,0.35339999198913600,0.37290000915527300,0.36820000410080000,0.3822000026702880,0.6136999726295470,0.26919999718666100,0.23180000483989700,0.008299999870359900,0.15060000121593500,7.999999797903E-04,0.02459999918937680,0.024900000542402300,0.024299999698996500,0.007899999618530270,0.0,0.0,0.0,0.0,-0.08991114795207980
38,487199,670.0,Not prime farmland,0.03319999948143960,0.032499998807907100,0.04639999940991400,0.04969999939203260,0.0754999965429306,0.15719999372959100,0.1923999935388570,0.18870000541210200,0.21289999783039100,0.17569999396801000,0.12210000306367900,0.12200000137090700,0.006899999920278790,0.07190000265836720,1.99999994947575E-04,0.005200000014156100,0.004800000227987770,0.0034000000450760100,0.0,0.0,0.0,0.0,0.0,-0.1256997436285020
39,470839,1635.0,Not prime farmland,0.041600000113248800,0.048900000751018500,0.07020000368356710,0.08089999854564670,0.11240000277757600,0.16949999332428000,0.188400000333786,0.19779999554157300,0.20550000667572000,0.2011999934911730,0.20409999787807500,0.14190000295639000,0.006200000178068880,0.05530000105500220,3.9999998989515E-04,0.008299999870359900,0.007199999876320360,0.004999999888241290,0.0,0.0,0.0,0.0,0.0,0.07203308492898940
40,470839,1635.0,Not prime farmland,0.02879999950528150,0.03929999843239780,0.05889999866485600,0.05719999969005590,0.09309999644756320,0.163100004196167,0.18209999799728400,0.18940000236034400,0.19670000672340400,0.19249999523162800,0.16429999470710800,0.10689999908208800,0.007799999788403510,0.13680000603199000,3.9999998989515E-04,0.005900000222027300,0.006099999882280830,0.004100000020116570,0.0,0.0,0.0,0.0,0.0,-0.015992898494005200
41,470839,1635.0,Not prime farmland,0.032600000500679000,0.040800001472234700,0.07100000232458120,0.07090000063180920,0.11729999631643300,0.2101999968290330,0.23510000109672500,0.24420000612735700,0.2547000050544740,0.26159998774528500,0.21299999952316300,0.14149999618530300,0.009200000204145910,0.08489999920129780,3.9999998989515E-04,0.007300000172108410,0.007300000172108410,0.00419999985024333,0.0,0.0,0.0,0.0,0.0,-0.0019335625693202000
42,470839,1635.0,Not prime farmland,0.04190000146627430,0.04749999940395360,0.07699999958276750,0.0869000032544136,0.12780000269413000,0.19920000433921800,0.22089999914169300,0.23309999704361000,0.23749999701976800,0.24120000004768400,0.20990000665187800,0.14710000157356300,0.008799999952316280,0.031599998474121100,3.9999998989515E-04,0.008899999782443050,0.007899999618530270,0.004900000058114530,0.0,0.0,0.0,0.0,0.0,0.028056764975190200
43,470796,1410.0,Not prime farmland,0.02539999969303610,0.029400000348687200,0.046799998730421100,0.03959999978542330,0.07660000026226040,0.16869999468326600,0.19550000131130200,0.2037000060081480,0.21199999749660500,0.20419999957084700,0.13259999454021500,0.07750000059604650,0.007899999618530270,0.12380000203847900,3.9999998989515E-04,0.004100000020116570,0.004800000227987770,0.003100000089034440,0.0,0.0,0.0,0.0,0.0,-0.1502590775489810
44,470796,1410.0,Not prime farmland,0.03220000118017200,0.03709999844431880,0.05649999901652340,0.051500000059604600,0.09040000289678570,0.1736000031232830,0.19679999351501500,0.20389999449253100,0.21389999985694900,0.21629999577999100,0.15469999611377700,0.09539999812841420,0.008200000040233140,0.13539999723434400,3.9999998989515E-04,0.0052999998442828700,0.005799999926239250,0.0038999998942017600,0.0,0.0,0.0,0.0,0.0,-0.07781751453876500
45,2422480,1265.0,Not prime farmland,0.1120000034570690,0.11580000072717700,0.14180000126361800,0.16539999842643700,0.18520000576973000,0.1987999975681310,0.20389999449253100,0.20479999482631700,0.20739999413490300,0.21619999408721900,0.2451000064611440,0.22280000150203700,0.010400000028312200,0.1242000013589860,6.99999975040555E-04,0.016899999231100100,0.014499999582767500,0.011800000444054600,9.99999974737875E-05,0.0,0.0,0.0,0.0,0.12296538054943100
46,471073,1607.0,Not prime farmland,0.024700000882148700,0.03009999915957450,0.052000001072883600,0.05209999904036520,0.0885000005364418,0.17000000178813900,0.1923000067472460,0.2004999965429310,0.20630000531673400,0.20479999482631700,0.16009999811649300,0.09960000216960910,0.011500000022351700,0.044199999421834900,3.9999998989515E-04,0.005400000140070920,0.005400000140070920,0.003100000089034440,0.0,0.0,0.0,0.0,0.0,-0.04155374690890310
47,471073,1607.0,Not prime farmland,0.010400000028312200,0.023800000548362700,0.04479999840259550,0.0575999990105629,0.08730000257492070,0.14920000731945000,0.1746000051498410,0.188400000333786,0.1995999962091450,0.19200000166893000,0.19509999454021500,0.11649999767541900,0.00930000003427267,0.04699999839067460,3.9999998989515E-04,0.005900000222027300,0.004600000102072950,0.0024999999441206500,0.0,0.0,0.0,0.0,0.0,0.08711551129817960
48,471073,1607.0,Not prime farmland,0.035999998450279200,0.05469999834895130,0.0794999971985817,0.11320000141859100,0.14579999446868900,0.18850000202655800,0.21050000190734900,0.22310000658035300,0.23499999940395400,0.2485000044107440,0.25450000166893000,0.19280000030994400,0.010700000450015100,0.08100000023841860,5.00000023748726E-04,0.011599999852478500,0.008200000040233140,0.00570000009611249,0.0,0.0,0.0,0.0,0.0,0.13927190005779300
49,471073,1607.0,Not prime farmland,0.02969999983906750,0.04259999841451650,0.06689999997615810,0.08349999785423280,0.11649999767541900,0.17579999566078200,0.1995999962091450,0.2029999941587450,0.22280000150203700,0.23149999976158100,0.23600000143051100,0.16439999639987900,0.01640000008046630,0.17329999804496800,5.00000023748726E-04,0.00860000029206276,0.006899999920278790,0.004399999976158140,0.0,0.0,0.0,0.0,0.0,0.13077330589294400
50,470856,794.0,Not prime farmland,0.12530000507831600,0.09880000352859500,0.10859999805688900,0.11540000140667000,0.13950000703334800,0.19059999287128400,0.2134000062942510,0.19629999995231600,0.22619999945163700,0.2581999897956850,0.1777999997138980,0.17239999771118200,0.007499999832361940,0.061400000005960500,6.99999975040555E-04,0.011800000444054600,0.011099999770522100,0.010099999606609300,6.00000028498471E-04,0.0,0.0,0.0,0.0,-0.003229674184694890
51,470856,794.0,Not prime farmland,0.020400000736117400,0.02889999933540820,0.042500000447034800,0.04039999842643740,0.07410000264644620,0.1550000011920930,0.17739999294281000,0.18240000307560000,0.19120000302791600,0.19020000100135800,0.15139999985694900,0.09440000355243680,0.009399999864399430,0.11980000138282800,3.9999998989515E-04,0.00419999985024333,0.004399999976158140,0.003000000026077030,0.0,0.0,0.0,0.0,0.0,-0.048375099897384600
52,1898889,794.0,Not prime farmland,0.02930000051856040,0.035999998450279200,0.05490000173449520,0.05990000069141390,0.09969999641180040,0.17350000143051100,0.1941000074148180,0.20479999482631700,0.20999999344348900,0.20640000700950600,0.17710000276565600,0.11949999630451200,0.011599999852478500,0.04309999942779540,3.9999998989515E-04,0.006200000178068880,0.00570000009611249,0.003800000064074990,0.0,0.0,0.0,0.0,0.0,-0.007953097112476830
53,470856,794.0,Not prime farmland,0.027000000700354600,0.04470000043511390,0.06440000236034390,0.0697999969124794,0.1054999977350240,0.17229999601841000,0.19189999997615800,0.19519999623298600,0.2046000063419340,0.22509999573230700,0.1768999993801120,0.12729999423027000,0.010700000450015100,0.1256999969482420,3.9999998989515E-04,0.007199999876320360,0.006599999964237210,0.004600000102072950,0.0,0.0,0.0,0.0,0.0,0.013974539004266300
54,470856,794.0,Not prime farmland,0.04170000180602070,0.053199999034404800,0.06970000267028810,0.07750000059604650,0.1046999990940090,0.15299999713897700,0.17010000348091100,0.17739999294281000,0.18690000474453000,0.1940000057220460,0.2393999993801120,0.17810000479221300,0.00989999994635582,0.10419999808073000,5.00000023748726E-04,0.00800000037997961,0.007199999876320360,0.005499999970197680,0.0,0.0,0.0,0.0,0.0,0.15762560069561000
55,488685,735.0,Not prime farmland,0.01489999983459710,0.03779999911785130,0.05460000038146970,0.07010000199079510,0.10080000013113000,0.13330000638961800,0.14900000393390700,0.17170000076293900,0.1746000051498410,0.16680000722408300,0.20020000636577600,0.13330000638961800,0.016300000250339500,0.02290000021457670,5.00000023748726E-04,0.007199999876320360,0.00570000009611249,0.0038999998942017600,0.0,0.0,0.0,0.0,0.0,0.12671947479248000
56,488685,735.0,Not prime farmland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
57,488685,735.0,Not prime farmland,0.05169999971985820,0.0722000002861023,0.09319999814033510,0.12110000103712100,0.14069999754428900,0.16339999437332200,0.17790000140667000,0.1881999969482420,0.1973000019788740,0.20180000364780400,0.275299996137619,0.21559999883174900,0.00860000029206276,0.12160000205040000,5.00000023748726E-04,0.012400000356137800,0.009600000455975530,0.007400000002235170,0.0,0.0,0.0,0.0,0.0,0.20706456899642900
58,488685,735.0,Not prime farmland,0.0026000000070780500,0.015599999576807000,0.03500000014901160,0.0617000013589859,0.08009999990463260,0.09780000150203710,0.10779999941587400,0.12020000070333500,0.12269999831914900,0.13289999961853000,0.14589999616146100,0.12049999833107000,0.010099999606609300,0.03449999913573270,1.99999994947575E-04,0.006399999838322400,0.003700000001117590,0.0017000000225380100,0.0,0.0,0.0,0.0,0.0,0.2090855985879900
59,488685,735.0,Not prime farmland,0.01769999973475930,0.03359999880194660,0.04439999908208850,0.049400001764297500,0.06530000269412990,0.094200000166893,0.10570000112056700,0.1014999970793720,0.11060000211000400,0.07720000296831130,0.1005999967455860,0.0778999999165535,0.009399999864399430,0.12620000541210200,5.00000023748726E-04,0.005200000014156100,0.004600000102072950,0.0035000001080334200,0.0,0.0,0.0,0.0,0.0,0.052262358367443100
60,488685,735.0,Not prime farmland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
61,488685,735.0,Not prime farmland,0.0038999998942017600,0.022600000724196400,0.03610000014305120,0.05820000171661380,0.07020000368356710,0.08190000057220460,0.08669999986886980,0.09440000355243680,0.09319999814033510,0.10189999639987900,0.1251000016927720,0.09939999878406530,0.01590000092983250,0.03530000150203710,6.99999975040555E-04,0.00570000009611249,0.003700000001117590,0.002400000113993880,9.99999974737875E-05,0.0,0.0,0.0,0.0,0.22077924013137800
62,488685,735.0,Not prime farmland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
63,488685,735.0,Not prime farmland,9.99999974737875E-05,9.99999974737875E-05,0.010099999606609300,0.040699999779462800,0.05860000103712080,0.07199999690055850,0.08070000261068340,0.09290000051260000,0.094200000166893,0.09950000047683720,0.12319999933242800,0.09390000253915790,0.01590000092983250,0.02969999983906750,1.99999994947575E-04,0.00419999985024333,0.0010999999940395400,9.99999974737875E-05,3.00000014249235E-04,0.0,0.0,0.0,0.0,0.2759828567504880
64,488685,735.0,Not prime farmland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
65,488685,735.0,Not prime farmland,9.99999974737875E-05,0.004800000227987770,0.03660000115633010,0.07039999961853030,0.08980000019073490,0.10339999943971600,0.11299999803304700,0.1225999966263770,0.12380000203847900,0.15189999341964700,0.15209999680519100,0.121799997985363,0.01600000075995920,0.0502999983727932,6.99999975040555E-04,0.007199999876320360,0.003800000064074990,6.00000028498471E-04,3.9999998989515E-04,0.0,0.0,0.0,0.0,0.271791934967041
66,488685,735.0,Not prime farmland,1.99999994947575E-04,0.002300000051036480,0.029200000688433600,0.07180000096559530,0.09780000150203710,0.11710000038147000,0.13079999387264300,0.1476999968290330,0.15320000052452100,0.19130000472068800,0.1770000010728840,0.1273999959230420,0.016100000590086000,0.0502999983727932,6.99999975040555E-04,0.007400000002235170,0.003000000026077030,3.00000014249235E-04,3.00000014249235E-04,0.0,0.0,0.0,0.0,0.24774320423603100
67,488685,735.0,Not prime farmland,9.99999974737875E-05,0.0031999999191612000,0.0333000011742115,0.07450000196695330,0.09929999709129330,0.12110000103712100,0.13490000367164600,0.14869999885559100,0.15289999544620500,0.19009999930858600,0.19210000336170200,0.1387999951839450,0.01600000075995920,0.05000000074505810,6.99999975040555E-04,0.007699999958276750,0.0035000001080334200,3.9999998989515E-04,9.99999974737875E-05,0.0,0.0,0.0,0.0,0.27407410740852400
68,488685,735.0,Not prime farmland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
69,488685,735.0,Not prime farmland,9.99999974737875E-05,0.006399999838322400,0.04149999842047690,0.07559999823570250,0.09709999710321430,0.11429999768734000,0.12430000305175800,0.13750000298023200,0.13979999721050300,0.155799999833107,0.1809999942779540,0.1387999951839450,0.01600000075995920,0.0494999997317791,6.99999975040555E-04,0.007699999958276750,0.00430000014603138,6.99999975040555E-04,1.99999994947575E-04,0.0,0.0,0.0,0.0,0.281398206949234
70,488685,735.0,Not prime farmland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
